Time,GSR,Temp(C)
1607169622.7251,53,35.63
1607169624.3748,53,35.63
1607169626.0249,54,35.63
1607169627.6735,54,35.63
1607169629.3234,54,35.63
1607169630.9734,55,35.63
1607169632.6836,56,35.63
1607169634.2735,54,35.63
1607169635.9245,53,35.63
1607169637.5750,55,35.63
1607169639.2298,56,35.63
1607169640.9513,58,35.63
1607169642.6048,65,35.63
1607169644.3091,59,35.63
1607169645.9513,52,35.63
1607169647.4742,50,35.63
1607169649.1254,48,35.63
1607169650.7757,51,35.63
1607169652.4259,50,35.63
1607169654.0750,42,35.63
1607169655.7251,41,35.63
1607169657.3748,34,35.63
1607169659.0247,27,35.63
1607169660.6733,25,35.63
1607169662.3240,27,35.63
1607169663.9737,31,35.69
1607169665.6240,37,35.63
1607169667.3188,41,35.63
1607169668.9910,42,35.63
1607169670.6768,38,35.69
1607169672.3289,35,35.63
1607169673.8737,38,35.63
1607169675.5240,40,35.69
1607169677.1736,37,35.63
1607169678.8236,38,35.69
1607169680.4725,41,35.69
1607169682.1235,45,35.69
1607169683.7883,49,35.69
1607169685.4225,49,35.63
1607169687.0726,50,35.69
1607169688.7230,50,35.69
1607169690.4065,49,35.69
1607169692.0230,49,35.69
1607169693.6814,50,35.69
1607169695.3235,49,35.69
1607169697.0435,47,35.69
1607169698.7605,48,35.69
1607169700.4048,49,35.69
1607169701.9232,49,35.69
1607169703.5723,49,35.69
1607169705.2222,49,35.69
1607169706.8721,50,35.69
1607169708.5221,50,35.69
1607169710.1721,51,35.69
1607169711.8219,52,35.69
1607169713.4719,51,35.69
1607169715.1224,52,35.69
1607169716.7726,54,35.69
1607169718.4219,55,35.75
1607169720.0721,56,35.69
1607169721.7461,54,35.69
1607169723.4028,76,35.75
1607169725.1633,77,35.69
1607169726.7449,78,35.75
1607169728.4773,78,35.69
1607169730.0967,79,35.75
1607169731.6222,77,35.75
1607169733.2730,77,35.75
1607169734.9230,79,35.75
1607169736.5731,82,35.75
1607169738.2229,83,35.75
1607169739.8731,84,35.75
1607169741.5216,82,35.75
1607169743.1729,81,35.75
1607169744.8219,81,35.75
1607169746.4419,82,35.75
1607169748.1083,83,35.75
1607169749.7533,82,35.75
1607169751.4684,82,35.75
1607169753.1023,82,35.75
1607169754.8189,83,35.81
1607169756.4598,84,35.81
1607169757.9915,84,35.81
1607169759.6416,81,35.81
1607169761.2914,79,35.81
1607169762.9414,79,35.81
1607169764.5914,79,35.81
1607169766.2415,78,35.81
1607169767.8912,79,35.81
1607169769.5413,78,35.81
1607169771.1912,79,35.81
1607169772.8412,80,35.81
1607169774.4912,81,35.81
1607169776.1412,80,35.81
1607169777.8217,78,35.81
1607169779.4776,76,35.81
1607169781.1801,77,35.81
1607169782.8602,80,35.88
1607169784.3913,81,35.81
1607169786.0413,84,35.88
1607169787.6912,84,35.81
1607169789.3412,85,35.81
1607169790.9912,86,35.88
1607169792.6412,86,35.88
1607169794.2911,85,35.88
1607169795.9409,86,35.88
1607169797.5909,83,35.88
1607169799.2408,83,35.88
1607169800.8908,83,35.88
1607169802.5407,85,35.88
1607169804.1907,88,35.88
1607169805.9099,89,35.88
1607169807.5200,90,35.88
1607169809.2294,89,35.88
1607169810.8807,85,35.88
1607169812.4408,83,35.88
1607169814.0906,82,35.88
1607169815.7406,86,35.88
1607169817.3906,88,35.88
1607169819.0407,90,35.94
1607169820.6906,87,35.94
1607169822.3405,89,35.88
1607169823.9905,89,35.94
1607169825.6404,89,35.88
1607169827.2904,87,35.94
1607169828.9404,88,35.94
1607169830.5903,85,35.94
1607169832.2404,85,35.94
1607169833.8914,83,35.94
1607169835.6022,85,35.94
1607169837.2495,88,35.94
1607169838.9579,87,35.94
1607169840.4906,85,35.94
1607169842.1405,84,35.94
1607169843.7904,84,35.94
1607169845.4404,81,35.94
1607169847.0903,80,35.94
1607169848.7403,81,36.00
1607169850.4202,84,35.94
1607169852.0402,90,35.94
1607169853.6903,98,36.00
1607169855.3402,127,35.94
1607169856.9902,127,36.00
1607169858.6402,132,36.00
1607169860.2901,129,36.00
1607169861.9690,127,36.00
1607169863.6495,123,36.00
1607169865.3292,118,35.94
1607169867.0101,112,36.00
1607169868.5400,123,36.00
1607169870.1903,124,36.00
1607169871.8402,121,36.00
1607169873.4901,120,36.00
1607169875.1403,121,36.00
1607169876.7901,121,36.00
1607169878.4401,122,36.00
1607169880.0899,123,36.00
1607169881.7399,122,36.00
1607169883.3899,120,36.06
1607169885.0398,119,36.00
1607169886.6898,120,36.06
1607169888.3398,121,36.00
1607169890.0183,117,36.00
1607169891.6677,115,36.00
1607169893.3770,116,36.00
1607169894.9398,117,36.06
1607169896.5898,116,36.06
1607169898.2399,117,36.06
1607169899.8896,118,36.06
1607169901.5397,121,36.06
1607169903.1896,123,36.06
1607169904.8397,125,36.06
1607169906.4897,127,36.06
1607169908.1396,123,36.06