Time,HR,RR
1604521908.4347,75,1018
1604521909.4242,74,905
1604521910.4426,73,818
1604521911.5516,73,881
1604521912.4542,73,917
1604521913.4141,72,965
1604521914.4342,72,943
1604521915.4739,71,817
1604521916.4145,71,796
1604521917.4342,72,865
1604521918.4241,72,976
1604521919.4144,72,1029
1604521920.5812,71,893
1604521921.4243,70,816
1604521922.4142,70,830
1604521923.4341,71,878
1604521924.4836,71,941
1604521925.4145,70,909
1604521926.4343,69,798
1604521927.4241,71,770
1604521928.4140,71,797
1604521929.4936,72,877
1604521930.4242,72,950
1604521931.4141,72,951
1604521932.4340,71,837
1604521933.4494,71,793
1604521934.4142,72,858
1604521935.4341,72,962
1604521936.4241,72,979
1604521937.4141,71,822
1604521938.4834,71,780
1604521939.4241,72,853
1604521940.4141,72,907
1604521941.4350,72,963
1604521942.4239,71,855
1604521943.5529,71,790
1604521944.4644,72,837
1604521945.4540,72,920
1604521946.4140,72,968
1604521947.5130,71,881
1604521948.4243,71,804
1604521949.4140,71,807
1604521950.4338,72,859
1604521951.4538,71,887
1604521952.4944,71,791
1604521953.4341,71,780
1604521954.4239,72,831
1604521955.4138,72,933
1604521956.4337,72,830
1604521957.4244,71,794
1604521958.4140,72,826
1604521959.4339,72,891
1604521960.4248,72,784
1604521961.5030,72,783
1604521962.4339,73,794
1604521963.4239,74,766
1604521964.4137,74,745
1604521965.4337,75,809
1604521966.5352,75,763
1604521967.4439,75,749
1604521968.4337,76,775
1604521969.4247,76,842
1604521970.4942,76,811
1604521971.4338,76,849
1604521972.4238,76,928
1604521973.4137,75,835
1604521974.4337,75,790
1604521975.5049,75,818
1604521976.4138,75,962
1604521977.4637,74,855
1604521978.4538,74,764
1604521979.4325,74,760
1604521980.4339,75,764
1604521981.4242,76,819
1604521982.4135,75,776
1604521983.4336,76,780
1604521984.5056,76,800
1604521985.4138,76,796
1604521986.4338,76,789
1604521987.4235,76,912
1604521988.4339,76,881
1604521989.5451,74,869
1604521990.4236,74,735
1604521991.4136,75,735
1604521992.4334,77,756
1604521993.4534,77,791
1604521994.4136,77,731
1604521995.4341,77,735
1604521996.4235,78,770
1604521997.4345,78,800
1604521998.5215,78,863
1604521999.4793,77,1048
1604522000.5791,75,921
1604522001.6853,74,905
1604522002.4724,73,836
1604522003.5522,73,742
1604522004.4338,75,705
