Time,HR,RR
1604670494.4745,100,615
1604670495.4633,101,584
1604670496.4532,102,568
1604670497.4733,104,588
1604670498.4633,102,642
1604670499.5420,101,621
1604670500.4732,100,615
1604670501.4632,100,598
1604670502.4532,101,611
1604670503.4732,101,606
1604670504.5516,100,634
1604670505.4533,99,622
1604670506.5032,99,624
1604670507.4933,99,626
1604670508.4816,99,605
1604670509.4732,100,613
1604670510.4633,100,609
1604670511.4532,100,588
1604670512.4732,102,574
1604670513.5440,104,574
1604670514.4532,105,572
1604670515.4731,105,575
1604670516.4631,106,591
1604670517.4828,105,601
1604670518.5913,104,587
1604670519.4633,104,593
1604670520.4532,104,597
1604670521.4731,103,597
1604670522.5452,104,574
1604670523.4537,105,570
1604670524.5034,106,576
1604670525.4633,106,575
1604670526.4743,106,581
1604670527.9363,106,601
1604670528.4890,105,597
1604670529.6394,104,605
1604670530.7469,104,578
1604670532.3194,105,590
1604670533.2408,105,594
1604670533.5173,104,597
1604670534.4632,104,614
1604670535.4530,103,601
1604670536.5528,103,600
1604670537.4632,102,604
1604670538.4532,102,590
1604670539.5030,103,607
1604670540.4932,102,597
1604670541.6220,103,579
1604670542.4735,104,582
1604670543.4631,105,564
1604670544.4531,106,578
1604670545.5523,106,595
1604670546.4633,105,623
1604670547.4532,101,640
1604670548.4732,100,653
1604670549.4837,98,611
1604670550.5898,100,588
1604670551.4735,102,578
1604670552.4632,103,581
1604670553.4531,104,580
1604670554.5027,105,569
1604670555.4635,106,572
1604670556.4533,106,580
1604670557.4732,106,583
1604670558.4631,105,613
1604670559.5920,104,610
1604670560.4733,103,604
1604670561.4632,103,579
1604670562.4531,105,549
1604670563.4951,108,535
1604670564.4635,111,523
1604670565.4532,114,513
1604670566.4730,116,504
1604670567.4629,119,496
1604670568.5630,121,493
1604670569.4733,121,511
1604670570.4632,120,531
1604670571.4529,119,530
1604670572.5030,118,529
1604670573.6315,117,526
1604670574.4534,117,521
1604670575.5080,118,520
1604670576.4929,118,511
1604670577.5033,119,505
1604670578.4733,120,530
1604670579.4630,118,568
1604670580.4529,112,657
1604670581.4728,104,640
1604670582.5443,101,638
1604670583.4532,100,638
