Time,HR,RR
1604491944.9314,78,749
1604491945.9506,79,783
1604491946.9991,79,791
1604491947.9307,79,808
1604491948.9207,78,1450
1604491949.9107,78,680
1604491950.9307,79,719
1604491952.0038,81,816
1604491952.9105,79,819
1604491953.9306,79,775
1604491954.9206,78,772
1604491955.9394,79,765
1604491956.9306,79,802
1604491957.9206,79,823
1604491958.9106,78,834
1604491959.9306,78,761
1604491961.0079,78,785
1604491961.9106,78,809
1604491962.9306,78,823
1604491963.9206,78,754
1604491964.9608,78,777
1604491966.0202,78,765
1604491966.9208,78,737
1604491967.9407,79,706
1604491968.9306,80,772
1604491970.0101,80,751
1604491970.9108,80,734
1604491971.9007,81,710
1604491972.9206,82,645
1604491973.9106,84,682
1604491975.0107,85,701
1604491975.9207,86,684
1604491976.9107,87,624
1604491977.9006,90,613
1604491978.9408,93,609
1604491979.9109,94,621
1604491980.9007,95,625
1604491981.9207,96,661
1604491982.9106,94,822
1604491984.0395,90,772
1604491984.9208,88,726
1604491985.9107,87,686
1604491986.9006,89,633
1604491988.0307,90,613
1604491989.0495,93,624
1604491989.9007,94,645
1604491990.9207,94,603
1604491991.9105,95,581
1604491992.9500,98,606
1604491993.9207,98,820
1604491994.9107,94,839
1604491995.9306,85,851
1604491996.9206,84,765
1604491998.0280,83,676
1604491998.9006,86,616
