time,gsr
1.601454706956799984e+09,4.485169945321202363e+02
1.601454707136300087e+09,4.486388577955453911e+02
1.601454707165800095e+09,4.487542126525616482e+02
1.601454707286200047e+09,4.488630591031690074e+02
1.601454707406199932e+09,4.489653971473674687e+02
1.601454707504400015e+09,4.490612267851570323e+02
1.601454707616100073e+09,4.491505480165377548e+02
1.601454707706099987e+09,4.492333608415095796e+02
1.601454707825999975e+09,4.493096652600725065e+02
1.601454707946799994e+09,4.493794612722265356e+02
1.601454708035500050e+09,4.494427488779717237e+02
1.601454708155900002e+09,4.494995280773079571e+02
1.601454708246000051e+09,4.495497988702353496e+02
1.601454708365799904e+09,4.495935612567538442e+02
1.601454708485800028e+09,4.496308152368634410e+02
1.601454708575700045e+09,4.496615608105641400e+02
1.601454708695699930e+09,4.496857979778559979e+02
1.601454708786400080e+09,4.497035267387389013e+02
1.601454708905999899e+09,4.497147470932129636e+02
1.601454709025700092e+09,4.497194590412781281e+02
1.601454709115600109e+09,4.497176625829343948e+02
1.601454709237299919e+09,4.497093577181818205e+02
1.601454709325500011e+09,4.496945444470202915e+02
1.601454709445600033e+09,4.496732227694499215e+02
1.601454709595700026e+09,4.496453926854706538e+02
1.601454709655499935e+09,4.496110541950824881e+02
1.601454709775399923e+09,4.495702072982854247e+02
1.601454709895499945e+09,4.495228519950795203e+02
1.601454710096600056e+09,4.494689882854647180e+02
1.601454710104500055e+09,4.494086161694410180e+02
1.601454710194499969e+09,4.493417356470084201e+02
1.601454710314500093e+09,4.492683467181669243e+02
1.601454710434499979e+09,4.491884493829165308e+02
1.601454710636100054e+09,4.491020436412572963e+02
1.601454710644500017e+09,4.490091294931891639e+02
1.601454710794500113e+09,4.489097069387121337e+02
1.601454710854500055e+09,4.488037759778262057e+02
1.601454710974400043e+09,4.486913366105313798e+02
1.601454711206599951e+09,4.485723888368277130e+02
1.601454711207200050e+09,4.484469326567150915e+02
1.601454711274399996e+09,4.483149680701936290e+02
1.601454711394299984e+09,4.481764950772632687e+02
1.601454711514199972e+09,4.480315136779240106e+02
1.601454711604199886e+09,4.478800238721759115e+02
1.601454711774300098e+09,4.477220256600188577e+02
1.601454711844099998e+09,4.475575190414529629e+02
1.601454711934000015e+09,4.473865040164781703e+02
1.601454712054100037e+09,4.472089805850944799e+02
1.601454712144099951e+09,4.470249487473019485e+02
1.601454712315099955e+09,4.468344085031004624e+02
1.601454712384000063e+09,4.466373598524260728e+02
1.601454712473999977e+09,4.464422121823192811e+02
1.601454712594000101e+09,4.462489462537846521e+02
1.601454712683900118e+09,4.460426013474495335e+02
1.601454712854099989e+09,4.458238183040966192e+02
1.601454712923799992e+09,4.455932379645093420e+02
1.601454713013799906e+09,4.453515011694706232e+02
1.601454713133800030e+09,4.450836471996076398e+02
1.601454713223799944e+09,4.448200198660005640e+02
1.601454713456099987e+09,4.445315279100088901e+02
1.601454713463700056e+09,4.442329135825567619e+02
1.601454713553600073e+09,4.439403901554567824e+02
1.601454713673599958e+09,4.436248663700685597e+02
1.601454713793699980e+09,4.433010844773162376e+02
1.601454714025000095e+09,4.429696561888564474e+02
1.601454714025500059e+09,4.426311932163455936e+02
1.601454714093600035e+09,4.422863072714404780e+02
1.601454714243599892e+09,4.419356100657976754e+02
1.601454714333499908e+09,4.415938438503412158e+02
1.601454714560100079e+09,4.412319173664307073e+02
1.601454714560600042e+09,4.408801744251463788e+02
1.601454714633500099e+09,4.405236543071151232e+02
1.601454714753400087e+09,4.401488673138527474e+02
1.601454714873500109e+09,4.397861572564393100e+02
1.601454714963500023e+09,4.394064328762344758e+02
1.601454715126600027e+09,4.390400379843181327e+02
1.601454715173300028e+09,4.386720118613174577e+02
1.601454715323400021e+09,4.383029953480157133e+02
1.601454715413300037e+09,4.379336292851957637e+02
1.601454715503299952e+09,4.375645545136410988e+02
1.601454715673399925e+09,4.371964118741344691e+02
1.601454715713299990e+09,4.368298422074591372e+02
1.601454715833199978e+09,4.364796168936658205e+02
1.601454715953299999e+09,4.361308043425079291e+02
1.601454716043299913e+09,4.357840745238948443e+02
1.601454716246799946e+09,4.354244958475806015e+02
1.601454716283099890e+09,4.350824412537717194e+02
1.601454716373100042e+09,4.347429791522218352e+02
1.601454716493099928e+09,4.344209100521080700e+02
1.601454716583300114e+09,4.340872009530429523e+02
1.601454716819299936e+09,4.337566523642033758e+02
1.601454716822999954e+09,4.334455358156553757e+02
1.601454716913100004e+09,4.331248183070113669e+02
1.601454717033099890e+09,4.328234308867159825e+02
1.601454717122999907e+09,4.325264710936493202e+02
1.601454717384500027e+09,4.322346380268475059e+02
1.601454717384999990e+09,4.319627613246142914e+02
1.601454717453000069e+09,4.316803660948000925e+02
1.601454717572900057e+09,4.314022819757085472e+02
1.601454717662899971e+09,4.311292080663760089e+02
1.601454717924499989e+09,4.308618434658382625e+02
1.601454717924999952e+09,4.306008872731316615e+02
1.601454717992899895e+09,4.303470385872921042e+02
1.601454718112799883e+09,4.300995254864675417e+02
1.601454718233999968e+09,4.298575760488054698e+02
1.601454718322900057e+09,4.296218893733417872e+02
1.601454718492899895e+09,4.293931645591127904e+02
1.601454718532799959e+09,4.291721007051546621e+02
1.601454718652800083e+09,4.289437953503474432e+02
1.601454718772799969e+09,4.287230490038681410e+02
1.601454718863899946e+09,4.285246621748938765e+02
1.601454719032999992e+09,4.283337324023051451e+02
1.601454719072700024e+09,4.281509587851375613e+02
1.601454719222700119e+09,4.279614388622715069e+02
1.601454719342700005e+09,4.277799731428841596e+02
1.601454719402699947e+09,4.276072315968849011e+02
1.601454719604000092e+09,4.274282826340274255e+02
1.601454719612699986e+09,4.272578976343624504e+02
1.601454719732500076e+09,4.270811158785169255e+02
1.601454719852600098e+09,4.269126796174151650e+02
1.601454719942699909e+09,4.267532005627136300e+02
1.601454720204900026e+09,4.266032904260688952e+02
1.601454720205399990e+09,4.264635609191376489e+02
1.601454720272500038e+09,4.263190221934203805e+02
1.601454720392499924e+09,4.261843873707148305e+02
1.601454720482599974e+09,4.260602390335510563e+02
1.601454720740200043e+09,4.259315582043030872e+02
1.601454720740700006e+09,4.258130288756420327e+02
1.601454720812500000e+09,4.257052045009716608e+02
1.601454720932499886e+09,4.255930369735391992e+02
1.601454721022399902e+09,4.254911811568896383e+02
1.601454721143500090e+09,4.253845598151438594e+02
1.601454721306499958e+09,4.252721971225639095e+02
1.601454721352299929e+09,4.251686896844415173e+02
1.601454721472399950e+09,4.250589020066446437e+02
1.601454721562400103e+09,4.249574015653383867e+02
1.601454721682399988e+09,4.248490237372643605e+02
1.601454721845499992e+09,4.247483068694610324e+02
1.601454721892299891e+09,4.246400572095436701e+02
1.601454722013400078e+09,4.245231824152680815e+02
1.601454722102299929e+09,4.244121625754200977e+02
1.601454722222300053e+09,4.243073472395175258e+02
1.601454722423000097e+09,4.242076149361901116e+02
1.601454722432300091e+09,4.240977136547998043e+02
1.601454722552200079e+09,4.239779638157382351e+02
1.601454722672199965e+09,4.238627872495379165e+02
1.601454722762300014e+09,4.237524752474639627e+02
1.601454722963500023e+09,4.236317175406254023e+02
1.601454722972100019e+09,4.235149068304282309e+02
1.601454723092099905e+09,4.234023052790109887e+02
1.601454723212100029e+09,4.232785734883562441e+02
1.601454723302099943e+09,4.231580750307434187e+02
1.601454723422199965e+09,4.230410429391847060e+02
1.601454723592200041e+09,4.229121086865361576e+02
1.601454723632100105e+09,4.227856067159507916e+02
1.601454723752000093e+09,4.226617409313141707e+02
1.601454723842099905e+09,4.225407152365116872e+02
1.601454724103800058e+09,4.224227335354289607e+02
1.601454724104399920e+09,4.223079997319515542e+02
1.601454724171999931e+09,4.221967177299649734e+02
1.601454724292700052e+09,4.220890914333546675e+02
1.601454724381999969e+09,4.219853247460063130e+02
1.601454724502199888e+09,4.218856215718054727e+02
1.601454724672399998e+09,4.217901858146375389e+02
1.601454724711899996e+09,4.216992213783881311e+02
1.601454724831899881e+09,4.216129321669426986e+02
1.601454724921999931e+09,4.215315220841868609e+02
1.601454725042000055e+09,4.214551950340061239e+02
1.601454725243599892e+09,4.213700243810185384e+02
1.601454725251899958e+09,4.212903154392506053e+02
