Time,GSR,Temp(C)
1604521750.8121,121,32.88
1604521751.7120,119,32.81
1604521752.6120,117,32.81
1604521753.4820,119,32.81
1604521754.3520,123,32.81
1604521755.2220,128,32.81
1604521756.1226,133,32.81
1604521757.1018,137,32.81
1604521757.8918,135,32.81
1604521758.7764,134,32.81
1604521759.6619,133,32.81
1604521760.5318,131,32.88
1604521761.4018,125,32.88
1604521762.3018,125,32.88
1604521763.2835,126,32.88
1604521764.1018,128,32.94
1604521764.9574,129,32.94
1604521765.8118,132,32.94
1604521766.7117,128,32.94
1604521767.5820,125,32.94
1604521768.4817,126,32.94
1604521769.4335,124,33.00
1604521770.2528,124,33.00
1604521771.1383,120,33.00
1604521771.9918,113,33.00
1604521772.8917,112,33.00
1604521773.7618,112,33.00
1604521774.6617,114,33.00
1604521775.6731,117,33.00
1604521776.4017,112,33.06
1604521777.3147,105,33.13
1604521778.1716,104,33.13
1604521779.0716,104,33.13
1604521779.9417,108,33.19
1604521780.8116,114,33.19
1604521781.8151,119,33.19
1604521782.5815,124,33.19
1604521783.4971,127,33.19
1604521784.3516,129,33.19
1604521785.2815,132,33.25
1604521786.2532,129,33.25
1604521786.9914,117,33.25
1604521787.9655,114,33.25
1604521788.7615,116,33.25
1604521789.6614,120,33.25
1604521790.5315,124,33.31
1604521791.4014,127,33.31
1604521792.4350,130,33.38
1604521793.1715,126,33.38
1604521794.1455,116,33.38
1604521794.9413,113,33.38
1604521795.8531,114,33.38
1604521796.7114,118,33.38
1604521797.5813,121,33.38
1604521798.6148,124,33.44
1604521799.3515,124,33.44
1604521800.3559,122,33.44
1604521801.1213,122,33.44
1604521801.9912,123,33.44
1604521802.8913,124,33.44
1604521803.7612,126,33.50
1604521804.7970,128,33.50
1604521805.5313,129,33.50
1604521806.4474,122,33.50
1604521807.3012,120,33.50
1604521808.1712,120,33.50
1604521809.0713,122,33.50
1604521809.9412,125,33.56
1604521810.9754,125,33.56
1604521811.7112,126,33.50
1604521812.6247,128,33.56
1604521813.4812,129,33.56
1604521814.3512,132,33.56
1604521815.2513,134,33.63
1604521816.1212,134,33.56
1604521817.1629,134,33.56
1604521817.8913,127,33.63
1604521818.8033,123,33.63
1604521819.6612,122,33.63
1604521820.5455,123,33.63
1604521821.4312,123,33.69
1604521822.3012,119,33.69
1604521823.2752,119,33.69
1604521824.0711,121,33.69
1604521824.9847,124,33.69
1604521825.8411,123,33.69
1604521826.7111,115,33.69