Time,HR,RR
1606937142.3878,67,932
1606937143.3737,67,927
1606937144.3920,67,894
1606937145.5015,67,885
1606937146.3733,67,940
1606937147.3620,67,981
1606937148.3820,67,988
1606937149.4280,66,936
1606937150.4224,66,948
1606937151.3821,66,876
1606937152.3725,66,846
1606937153.3620,67,807
1606937154.4992,68,795
1606937155.3722,69,852
1606937156.3621,69,835
1606937157.3821,70,856
1606937158.4007,70,854
1606937159.5412,70,846
1606937160.3822,71,839
1606937161.3720,71,846
1606937162.3620,71,847
1606937163.4416,71,828
1606937164.4021,72,844
1606937165.3621,72,878
1606937166.4120,71,863
1606937167.4020,71,889
1606937168.5355,71,874
1606937169.3822,71,858
1606937170.3721,71,839
1606937171.3619,71,886
1606937172.4638,71,881
1606937173.3724,71,870
1606937174.3620,71,896
1606937175.3821,71,903
1606937176.3720,71,911
1606937177.5041,70,889
1606937178.3822,70,939
1606937179.3723,69,911
1606937180.3620,69,893
1606937181.4015,69,883
1606937182.3726,69,875
1606937183.3623,69,873
1606937184.3822,69,876
1606937185.4021,69,882
1606937186.4422,69,874
1606937187.4123,69,910
1606937188.3720,69,931
1606937189.3621,69,916
1606937190.3830,69,900
1606937191.8473,69,929
1606937192.3632,69,939
1606937193.3832,68,928
1606937194.3731,68,946
1606937195.4878,68,923
1606937196.3842,67,909
1606937197.3726,67,917
1606937198.3920,67,905
1606937199.4296,67,881
1606937200.4684,68,859
1606937201.3949,68,905
1606937202.3826,68,890
1606937203.3722,68,884
1606937204.4309,68,910
1606937205.3843,68,925
1606937206.3741,68,907
1606937207.3633,68,896
1606937208.3972,68,914
1606937209.4853,68,886
1606937210.3631,68,892
1606937211.3836,68,900
1606937212.3788,68,880
1606937213.4164,68,886
1606937214.3843,68,912
1606937215.3756,68,915
1606937216.3667,68,922
1606937217.3842,68,952
1606937218.4616,68,934
1606937219.3649,68,904
1606937220.3840,67,945
1606937221.3788,67,913
1606937222.3678,67,893
1606937223.5256,68,878
1606937224.3727,68,902
1606937225.3644,68,891
1606937226.3823,68,904
1606937227.4293,68,902
1606937228.3635,68,870
1606937229.3823,68,860
1606937230.3719,69,901
1606937231.3900,68,921
1606937232.5156,68,917
1606937233.4024,68,936
1606937234.3940,68,920
1606937235.3840,68,888
1606937236.4169,68,889
1606937237.4867,68,895
1606937238.4143,68,855
1606937239.3738,68,896
1606937240.3643,68,934
1606937241.4466,68,919
1606937242.3742,68,891
1606937243.3643,68,902
1606937244.3841,68,945
1606937245.3818,68,944
1606937246.4992,68,920
1606937247.3872,68,919
1606937248.3743,68,926
1606937249.3623,68,887
1606937250.4411,68,867
1606937251.3745,68,888
1606937252.3628,68,888
1606937253.3818,68,886
1606937254.3735,68,904
1606937255.4683,68,913
1606937256.3838,68,890
1606937257.3739,68,881
1606937258.3634,68,894
1606937259.4481,69,825
1606937260.4990,69,833
1606937261.3642,70,812
1606937262.3866,70,827
1606937263.3738,71,857
1606937264.4285,71,836
1606937265.4140,71,845
1606937266.4021,71,872
1606937267.3917,71,866
1606937268.3824,71,810
1606937269.5223,72,825
1606937270.3921,72,828
1606937271.3819,72,842
1606937272.3720,72,874
1606937273.4442,72,885
1606937274.4916,72,880
1606937275.3719,72,904
1606937276.3919,72,899
1606937277.3819,71,893
1606937278.4541,71,917
1606937279.3621,71,930
1606937280.3820,70,926
1606937281.3720,70,889
1606937282.3840,69,924
1606937283.4939,69,895
1606937284.4022,69,904
1606937285.3921,69,923
1606937286.4120,69,933
1606937287.3916,68,879
1606937288.4836,69,779
1606937289.3821,70,746
1606937290.3721,72,725
1606937291.4219,73,780
1606937292.5230,74,876
1606937293.3725,74,870
1606937294.3621,74,857
1606937295.4120,73,914
1606937296.3930,72,928
1606937297.5332,72,845
1606937298.3822,72,802
1606937299.4021,73,751
1606937300.4521,74,784
1606937301.4331,74,793
1606937302.3722,75,823
1606937303.3623,75,861
1606937304.3821,74,823
1606937305.3921,74,812
1606937306.5114,74,805
1606937307.3822,75,817
1606937308.3721,75,882
1606937309.3621,74,896
1606937310.4008,74,863
1606937311.3725,73,902
1606937312.3621,73,942
1606937313.3821,72,943
1606937314.3721,72,924
1606937315.4705,71,944
1606937316.3823,71,951
1606937317.3722,70,913
1606937318.3920,69,944
1606937319.3999,69,919
1606937320.5156,69,871
1606937321.3622,70,810
1606937322.3820,71,737
1606937323.3720,72,729
1606937324.4117,74,717
1606937325.3824,76,683
