Time,GSR,Temp(C)
1606914072.1870,108,33.69
1606914073.7766,109,33.69
1606914075.5080,111,33.69
1606914076.9859,112,33.69
1606914078.5758,114,33.63
1606914080.1958,114,33.69
1606914081.7857,112,33.69
1606914083.3757,111,33.63
1606914085.0777,108,33.69
1606914086.5859,99,33.63
1606914088.1758,94,33.69
1606914089.7658,93,33.69
1606914091.3857,95,33.69
1606914092.9756,98,33.63
1606914094.5656,101,33.63
1606914096.2676,104,33.63
1606914097.9164,106,33.63
1606914099.3656,108,33.63
1606914100.9556,109,33.69
1606914102.5756,110,33.63
1606914104.1661,112,33.69
1606914105.7973,113,33.63
1606914107.4774,114,33.63
1606914108.9656,114,33.69
1606914110.5555,105,33.69
1606914112.1754,92,33.69
1606914113.7954,80,33.69
1606914115.3553,73,33.69
1606914117.0188,69,33.69
1606914118.5659,72,33.69
1606914120.1572,76,33.69
1606914121.7483,81,33.69
1606914123.3694,82,33.69
1606914124.9904,82,33.69
1606914126.5695,84,33.69
1606914128.2190,87,33.69
1606914129.7629,89,33.69
1606914131.3536,93,33.69
1606914132.9441,95,33.69
1606914134.5646,97,33.63
1606914136.1550,99,33.69
1606914137.7572,100,33.69
1606914139.3359,94,33.69
1606914140.9562,75,33.69
1606914142.5464,66,33.69
1606914144.1367,64,33.69
1606914145.7269,66,33.69
1606914147.3471,71,33.69
1606914149.0716,72,33.69
1606914150.5277,67,33.69
1606914152.1478,66,33.69
1606914153.7378,67,33.75
1606914155.3279,59,33.69
1606914156.9180,54,33.69
1606914158.5381,52,33.69
1606914160.2328,50,33.69
1606914161.7186,46,33.69
1606914163.3385,44,33.75
1606914164.9285,46,33.75
1606914166.5185,52,33.75
1606914168.1085,52,33.75
1606914169.7715,46,33.75
1606914171.3189,34,33.75
1606914172.9087,31,33.75
1606914174.4987,32,33.81
1606914176.1187,36,33.81
1606914177.7087,42,33.81
1606914179.3531,48,33.81
1606914180.9910,53,33.81
1606914182.5088,57,33.81
1606914184.0999,61,33.81
1606914185.6888,63,33.81
1606914187.3087,66,33.81
1606914188.8988,68,33.81
1606914190.5306,69,33.81
1606914192.2128,69,33.81
1606914193.6989,70,33.81
1606914195.2887,72,33.81
1606914196.8788,73,33.81
1606914198.4987,75,33.81
1606914200.0887,76,33.81
1606914201.7226,78,33.81
1606914203.2689,78,33.81
1606914204.8889,78,33.81
1606914206.4787,75,33.81
1606914208.0687,73,33.81
1606914209.6886,74,33.81
1606914211.2942,75,33.81
1606914213.0013,77,33.81
1606914214.4588,79,33.81
1606914216.0789,79,33.81
1606914217.6987,80,33.81
1606914219.2587,82,33.81
1606914220.8786,83,33.81
1606914222.4804,80,33.81
1606914224.1908,77,33.81
1606914225.6489,77,33.81
1606914227.2686,77,33.81
1606914228.8586,79,33.81
1606914230.4485,81,33.81
1606914232.0385,83,33.81
1606914233.7324,85,33.81
1606914235.2486,87,33.81
1606914236.8385,88,33.81
1606914238.4584,89,33.81
1606914240.0484,91,33.81
1606914241.6384,92,33.81
1606914243.2699,93,33.81
1606914244.9491,94,33.81
1606914246.4385,95,33.81
1606914248.0285,95,33.81
1606914249.6483,95,33.81
1606914251.2383,96,33.81
1606914252.8285,97,33.81
1606914254.4899,98,33.81
1606914256.1567,99,33.81
1606914257.6283,99,33.81
1606914259.2183,99,33.81
1606914260.8082,100,33.81
1606914262.4282,101,33.81
1606914264.0324,101,33.81
1606914265.6819,102,33.81